year,race,race.code,cause.of.death,cause.of.death.code,state,state.code,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,26,33,1487623,2.22,1.53,3.12,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,28,23,1137829,2.02,1.28,3.03,0.00%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Missouri,29,10,755768,NaN,0.63,2.43,0.00%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,32,12,287687,NaN,2.16,7.29,0.00%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,34,14,1381439,NaN,0.55,1.7,0.00%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,20,3648167,0.55,0.33,0.85,0.00%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,45,2272052,1.98,1.44,2.65,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,45,1561477,2.88,2.1,3.86,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,31,1572487,1.97,1.34,2.8,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,40,1374865,2.91,2.08,3.96,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,39,1155583,3.37,2.4,4.61,0.01%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,89,3471829,2.56,2.06,3.15,0.02%
2014,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,14,1711801,NaN,0.45,1.37,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Alabama,1,10,1317566,NaN,0.36,1.4,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,California,6,56,2808562,1.99,1.51,2.59,0.01%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Florida,12,57,3451906,1.65,1.25,2.14,0.01%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Georgia,13,10,3260440,NaN,0.15,0.56,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Mississippi,28,51,1137829,4.48,3.34,5.89,0.01%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Missouri,29,10,755768,NaN,0.63,2.43,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Ohio,39,16,1561477,NaN,0.59,1.66,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Oklahoma,40,12,341243,NaN,1.82,6.14,0.00%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Virginia,51,37,1711801,2.16,1.52,2.98,0.01%
2014,Black or African American,2054-5,Assault by handgun discharge,X93,Wisconsin,55,19,411489,NaN,2.78,7.21,0.00%
2014,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,12,16,3451906,NaN,0.26,0.75,0.00%
2014,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,37,14,2272052,NaN,0.34,1.03,0.00%
2014,Black or African American,2054-5,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,48,14,3471829,NaN,0.22,0.68,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Alabama,1,190,1317566,14.42,12.37,16.47,0.04%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Arizona,4,37,360893,10.25,7.22,14.13,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Arkansas,5,81,478462,16.93,13.44,21.04,0.02%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,California,6,383,2808562,13.64,12.27,15,0.07%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Colorado,8,21,275766,7.62,4.71,11.64,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Connecticut,9,28,440994,6.35,4.22,9.18,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Delaware,10,34,217941,15.6,10.8,21.8,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,District of Columbia,11,64,331672,19.3,14.86,24.64,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Florida,12,406,3451906,11.76,10.62,12.91,0.08%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Georgia,13,370,3260440,11.35,10.19,12.5,0.07%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Illinois,17,471,1964390,23.98,21.81,26.14,0.09%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Indiana,18,150,678326,22.11,18.57,25.65,0.03%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Kansas,20,27,207381,13.02,8.58,18.94,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Kentucky,21,54,388837,13.89,10.43,18.12,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Louisiana,22,321,1538168,20.87,18.59,23.15,0.06%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Maryland,24,218,1868002,11.67,10.12,13.22,0.04%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Massachusetts,25,46,601765,7.64,5.6,10.2,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Michigan,26,313,1487623,21.04,18.71,23.37,0.06%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Minnesota,27,26,357154,7.28,4.76,10.67,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Mississippi,28,141,1137829,12.39,10.35,14.44,0.03%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Missouri,29,215,755768,28.45,24.65,32.25,0.04%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Nebraska,31,22,104828,20.99,13.15,31.77,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Nevada,32,39,287687,13.56,9.64,18.53,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,New Jersey,34,190,1381439,13.75,11.8,15.71,0.04%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,New York,36,250,3648167,6.85,6,7.7,0.05%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,North Carolina,37,235,2272052,10.34,9.02,11.67,0.05%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Ohio,39,273,1561477,17.48,15.41,19.56,0.05%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Oklahoma,40,37,341243,10.84,7.63,14.95,0.01%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Pennsylvania,42,313,1572487,19.9,17.7,22.11,0.06%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,South Carolina,45,174,1374865,12.66,10.78,14.54,0.03%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Tennessee,47,200,1155583,17.31,14.91,19.71,0.04%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Texas,48,314,3471829,9.04,8.04,10.04,0.06%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Virginia,51,113,1711801,6.6,5.38,7.82,0.02%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Washington,53,25,355573,7.03,4.55,10.38,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,West Virginia,54,11,75917,NaN,7.23,25.93,0.00%
2014,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,Wisconsin,55,52,411489,12.64,9.44,16.57,0.01%
2014,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,Florida,12,10,3451906,NaN,0.14,0.53,0.00%
2014,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,Maryland,24,10,1868002,NaN,0.26,0.98,0.00%
2014,White,2106-3,Discharge from other and unspecified firearms,W34,Alabama,1,14,3419940,NaN,0.22,0.69,0.00%
2014,White,2106-3,Discharge from other and unspecified firearms,W34,Florida,12,15,15699343,NaN,0.05,0.16,0.00%
2014,White,2106-3,Discharge from other and unspecified firearms,W34,Georgia,13,13,6358763,NaN,0.11,0.35,0.00%
2014,White,2106-3,Discharge from other and unspecified firearms,W34,North Carolina,37,23,7210010,0.32,0.2,0.48,0.00%
2014,White,2106-3,Discharge from other and unspecified firearms,W34,Texas,48,27,21851213,0.12,0.08,0.18,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Alabama,1,38,3419940,1.11,0.79,1.53,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Alaska,2,42,517504,8.12,5.85,10.97,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Arizona,4,126,5725331,2.2,1.82,2.59,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Arkansas,5,20,2399804,0.83,0.51,1.29,0.00%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,California,6,783,29112206,2.69,2.5,2.88,0.15%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Colorado,8,137,4779487,2.87,2.39,3.35,0.03%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Florida,12,375,15699343,2.39,2.15,2.63,0.07%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Georgia,13,120,6358763,1.89,1.55,2.22,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Idaho,16,87,1552607,5.6,4.49,6.91,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Illinois,17,37,10101430,0.37,0.26,0.5,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Indiana,18,74,5740600,1.29,1.01,1.62,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Iowa,19,85,2888971,2.94,2.35,3.64,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Kansas,20,29,2563233,1.13,0.76,1.62,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Kentucky,21,54,3941696,1.37,1.03,1.79,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Louisiana,22,22,2980699,0.74,0.46,1.12,0.00%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Maine,23,43,1278430,3.36,2.43,4.53,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Massachusetts,25,15,5654782,NaN,0.15,0.44,0.00%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Michigan,26,73,8023427,0.91,0.71,1.14,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Minnesota,27,82,4743448,1.73,1.37,2.15,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Mississippi,28,60,1803115,3.33,2.54,4.28,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Missouri,29,208,5130149,4.05,3.5,4.61,0.04%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Montana,30,41,930226,4.41,3.16,5.98,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Nevada,32,24,2217014,1.08,0.69,1.61,0.00%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,New Hampshire,33,58,1261412,4.6,3.49,5.94,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,New Mexico,35,110,1750345,6.28,5.11,7.46,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,New York,36,17,14107369,NaN,0.07,0.19,0.00%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,North Carolina,37,67,7210010,0.93,0.72,1.18,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,North Dakota,38,27,667148,4.05,2.67,5.89,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Ohio,39,81,9733011,0.83,0.66,1.03,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Oklahoma,40,252,3035813,8.3,7.28,9.33,0.05%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Oregon,41,257,3570524,7.2,6.32,8.08,0.05%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Pennsylvania,42,109,10716775,1.02,0.83,1.21,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,South Dakota,46,37,740650,5,3.52,6.89,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Tennessee,47,48,5235081,0.92,0.68,1.22,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Texas,48,224,21851213,1.03,0.89,1.16,0.04%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Utah,49,190,2730417,6.96,5.97,7.95,0.04%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Vermont,50,35,602857,5.81,4.04,8.07,0.01%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Virginia,51,281,5985615,4.69,4.15,5.24,0.05%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Washington,53,325,5861584,5.54,4.94,6.15,0.06%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,West Virginia,54,86,1752941,4.91,3.92,6.06,0.02%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Wisconsin,55,183,5109986,3.58,3.06,4.1,0.04%
2014,White,2106-3,Intentional self-harm by handgun discharge,X72,Wyoming,56,29,548511,5.29,3.54,7.59,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alabama,1,41,3419940,1.2,0.86,1.63,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alaska,2,16,517504,NaN,1.77,5.02,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arizona,4,54,5725331,0.94,0.71,1.23,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arkansas,5,39,2399804,1.63,1.16,2.22,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,California,6,242,29112206,0.83,0.73,0.94,0.05%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Colorado,8,59,4779487,1.23,0.94,1.59,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Connecticut,9,13,2960214,NaN,0.23,0.75,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Delaware,10,10,672852,NaN,0.71,2.73,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Florida,12,143,15699343,0.91,0.76,1.06,0.03%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Georgia,13,44,6358763,0.69,0.5,0.93,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Idaho,16,41,1552607,2.64,1.9,3.58,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Illinois,17,45,10101430,0.45,0.32,0.6,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Indiana,18,26,5740600,0.45,0.3,0.66,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Iowa,19,70,2888971,2.42,1.89,3.06,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kansas,20,33,2563233,1.29,0.89,1.81,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kentucky,21,50,3941696,1.27,0.94,1.67,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Louisiana,22,28,2980699,0.94,0.62,1.36,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maine,23,32,1278430,2.5,1.71,3.53,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maryland,24,56,3658054,1.53,1.16,1.99,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Massachusetts,25,20,5654782,0.35,0.22,0.55,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Michigan,26,140,8023427,1.74,1.46,2.03,0.03%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Minnesota,27,83,4743448,1.75,1.39,2.17,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Mississippi,28,36,1803115,2,1.4,2.76,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Missouri,29,97,5130149,1.89,1.53,2.31,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Montana,30,16,930226,NaN,0.98,2.79,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nebraska,31,24,1701738,1.41,0.9,2.1,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nevada,32,26,2217014,1.17,0.77,1.72,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Hampshire,33,20,1261412,1.59,0.97,2.45,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Jersey,34,29,6613281,0.44,0.29,0.63,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Mexico,35,24,1750345,1.37,0.88,2.04,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New York,36,117,14107369,0.83,0.68,0.98,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Carolina,37,91,7210010,1.26,1.02,1.55,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Dakota,38,25,667148,3.75,2.43,5.53,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Ohio,39,61,9733011,0.63,0.48,0.81,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oklahoma,40,66,3035813,2.17,1.68,2.77,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oregon,41,79,3570524,2.21,1.75,2.76,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Pennsylvania,42,100,10716775,0.93,0.75,1.12,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Carolina,45,31,3343943,0.93,0.63,1.32,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Dakota,46,29,740650,3.92,2.62,5.62,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Tennessee,47,64,5235081,1.22,0.94,1.56,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Texas,48,176,21851213,0.81,0.69,0.92,0.03%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Utah,49,62,2730417,2.27,1.74,2.91,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Vermont,50,20,602857,3.32,2.03,5.12,0.00%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Virginia,51,118,5985615,1.97,1.62,2.33,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Washington,53,94,5861584,1.6,1.3,1.96,0.02%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,West Virginia,54,54,1752941,3.08,2.31,4.02,0.01%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wisconsin,55,136,5109986,2.66,2.21,3.11,0.03%
2014,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wyoming,56,12,548511,NaN,1.13,3.82,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,1,348,3419940,10.18,9.11,11.24,0.07%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Alaska,2,23,517504,4.44,2.82,6.67,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Arizona,4,460,5725331,8.03,7.3,8.77,0.09%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,5,243,2399804,10.13,8.85,11.4,0.05%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,California,6,421,29112206,1.45,1.31,1.58,0.08%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Colorado,8,329,4779487,6.88,6.14,7.63,0.06%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Connecticut,9,101,2960214,3.41,2.75,4.08,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Delaware,10,46,672852,6.84,5.01,9.12,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,12,924,15699343,5.89,5.51,6.27,0.18%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,13,560,6358763,8.81,8.08,9.54,0.11%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Hawaii,15,23,442721,5.2,3.29,7.8,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Idaho,16,52,1552607,3.35,2.5,4.39,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,17,396,10101430,3.92,3.53,4.31,0.08%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Indiana,18,405,5740600,7.06,6.37,7.74,0.08%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Iowa,19,39,2888971,1.35,0.96,1.85,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Kansas,20,169,2563233,6.59,5.6,7.59,0.03%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,21,351,3941696,8.9,7.97,9.84,0.07%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,22,342,2980699,11.47,10.26,12.69,0.07%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Maine,23,39,1278430,3.05,2.17,4.17,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,24,162,3658054,4.43,3.75,5.11,0.03%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Massachusetts,25,91,5654782,1.61,1.3,1.98,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,26,407,8023427,5.07,4.58,5.57,0.08%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Minnesota,27,132,4743448,2.78,2.31,3.26,0.03%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,28,118,1803115,6.54,5.36,7.73,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Missouri,29,257,5130149,5.01,4.4,5.62,0.05%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Montana,30,83,930226,8.92,7.11,11.06,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nebraska,31,98,1701738,5.76,4.68,7.02,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,32,233,2217014,10.51,9.16,11.86,0.04%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Hampshire,33,31,1261412,2.46,1.67,3.49,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,34,141,6613281,2.13,1.78,2.48,0.03%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Mexico,35,92,1750345,5.26,4.24,6.45,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,312,14107369,2.21,1.97,2.46,0.06%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,531,7210010,7.36,6.74,7.99,0.10%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Dakota,38,31,667148,4.65,3.16,6.6,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,541,9733011,5.56,5.09,6.03,0.10%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oklahoma,40,61,3035813,2.01,1.54,2.58,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oregon,41,72,3570524,2.02,1.58,2.54,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,650,10716775,6.07,5.6,6.53,0.12%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Rhode Island,44,12,911548,NaN,0.68,2.3,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,393,3343943,11.75,10.59,12.91,0.08%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,489,5235081,9.34,8.51,10.17,0.09%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,1254,21851213,5.74,5.42,6.06,0.24%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Utah,49,23,2730417,0.84,0.53,1.26,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,163,5985615,2.72,2.31,3.14,0.03%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Washington,53,92,5861584,1.57,1.27,1.92,0.02%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,West Virginia,54,74,1752941,4.22,3.31,5.3,0.01%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wisconsin,55,18,5109986,NaN,0.21,0.56,0.00%
2014,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wyoming,56,36,548511,6.56,4.6,9.09,0.01%
2014,White,2106-3,Assault by handgun discharge,X93,California,6,127,29112206,0.44,0.36,0.51,0.02%
2014,White,2106-3,Assault by handgun discharge,X93,Florida,12,41,15699343,0.26,0.19,0.35,0.01%
2014,White,2106-3,Assault by handgun discharge,X93,Mississippi,28,11,1803115,NaN,0.3,1.09,0.00%
2014,White,2106-3,Assault by handgun discharge,X93,Missouri,29,17,5130149,NaN,0.19,0.53,0.00%
2014,White,2106-3,Assault by handgun discharge,X93,New Mexico,35,16,1750345,NaN,0.52,1.48,0.00%
2014,White,2106-3,Assault by handgun discharge,X93,Oklahoma,40,26,3035813,0.86,0.56,1.25,0.00%
2014,White,2106-3,Assault by handgun discharge,X93,Oregon,41,11,3570524,NaN,0.15,0.55,0.00%
2014,White,2106-3,Assault by handgun discharge,X93,Texas,48,33,21851213,0.15,0.1,0.21,0.01%
2014,White,2106-3,Assault by handgun discharge,X93,Washington,53,20,5861584,0.34,0.21,0.53,0.00%
